adduser	3.137ubuntu1
node-es-abstract	1.20.4+~cs26.27.47-1
node-es-module-lexer	1.1.0+dfsg-3
node-es6-error	4.1.1-5
node-escape-string-regexp	4.0.0-2
node-escodegen	2.1.0+dfsg+~0.0.8-1
node-eslint-scope	7.1.1+~3.7.4-1
node-eslint-utils	3.0.0-3
node-eslint-visitor-keys	3.3.0+~1.0.0-1
node-espree	9.4.1~dfsg-2
node-esprima	4.0.1+ds+~4.0.3-2
node-esquery	1.4.2~ds-1
node-esrecurse	4.3.0-2
node-estraverse	5.3.0+ds+~5.1.1-1
node-esutils	2.0.3+~2.0.0-1
node-events	3.3.0+~3.0.0-3
node-fancy-log	1.3.3+~cs1.3.1-2
node-fast-deep-equal	3.1.3-3
node-fast-levenshtein	2.0.6+ds-3
node-fetch	3.3.2+~cs11.4.11-1
node-file-entry-cache	6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-fill-range	7.0.1+~7.0.0-1
node-find-cache-dir	3.3.2+~3.2.1-1
node-find-up	6.3.0-7
node-flat-cache	3.0.4~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-flatted	3.2.7~ds-1
node-for-in	1.0.2-4
node-for-own	1.0.0-3
node-foreground-child	3.1.1-2
node-fs-readdir-recursive	1.1.0+~1.1.0-1
node-fs-write-stream-atomic	1.0.10-6
node-fs.realpath	1.0.0-3
node-function-bind	1.1.2+~cs2.1.14-1
node-functional-red-black-tree	1.0.1+20181105-7
node-gauge	4.0.4-2
node-get-caller-file	2.0.5+~cs1.1.1-4
node-get-stream	6.0.1-1
node-get-value	1:3.0.1-4
node-glob	8.1.0+~cs8.5.15-1
node-glob-parent	6.0.2+~5.1.1-2
node-globals	13.23.0-1
node-globby	13.1.3+~cs16.25.40-2
node-got	11.8.5+~cs58.13.36-3
node-graceful-fs	4.2.10-1
node-growl	1.10.5-4
node-gyp	9.3.0-3
node-has-flag	4.0.0-3
node-has-unicode	2.0.1-5
node-has-value	2.0.2-4
node-has-values	2.0.1-4
node-hosted-git-info	6.1.1-2
node-http-proxy-agent	7.0.0~0~2023071921-5
node-https-proxy-agent	7.0.1~0~2023071921-5
node-iconv-lite	0.6.3-3
node-icss-utils	5.1.0+~5.1.0-1
node-ieee754	1.2.1-3
node-iferr	1.0.2+~1.0.2-1
node-ignore	5.2.1-1
node-imurmurhash	0.1.4+dfsg+~0.1.1-2
node-indent-string	4.0.0-2
node-inflight	1.0.6-2
node-inherits	2.0.4-6
node-ini	3.0.1-2
node-interpret	2.2.0-3
node-ip	2.0.0+~1.1.0-1ubuntu1
node-ip-regex	4.3.0+~4.1.1-1
node-is-arrayish	0.3.2-3
node-is-binary-path	2.1.0-5
node-is-buffer	2.0.5-2
node-is-descriptor	3.0.0-2
node-is-extendable	1.0.1-3
node-is-extglob	2.1.1-5
node-is-glob	4.0.3-2
node-is-number	7.0.0-4
node-is-path-cwd	2.2.0-2
node-is-path-inside	3.0.3-2
node-is-plain-obj	3.0.0-2
node-is-plain-object	5.0.0-7
node-is-primitive	3.0.1-3
node-is-stream	3.0.0-4
node-is-typedarray	1.0.0-4
node-is-windows	1.0.2+~cs1.0.0-1
node-isarray	2.0.5-4
node-isexe	2.0.0+~2.0.1-5
node-isobject	4.0.0-2
node-istanbul	0.4.5+repack10+~cs98.25.59-2
node-jest-debbundle	29.6.2~ds1+~cs73.45.28-5
node-jest-worker	29.6.2~ds1+~cs73.45.28-5
node-js-tokens	8.0.0-2
node-js-yaml	4.1.0+dfsg+~4.0.5-7
node-jsesc	3.0.2+~3.0.1-1
node-json-buffer	3.0.1+~3.0.0-1
node-json-parse-better-errors	1.0.2+~cs3.3.1-2
node-json-schema	0.4.0+~7.0.11-1
node-json-schema-traverse	1.0.0-3
node-json-stable-stringify	1.0.2+repack1+~cs1.0.34-2
node-json5	2.2.3+dfsg-1build1
node-jsonify	0.0.1-1
node-jsonparse	1.3.1-10
node-kind-of	6.0.3+dfsg-2
node-lcov-parse	1.0.0+20170612git80d039574ed9-6
node-levn	0.4.1+dfsg-2
node-loader-runner	4.3.0-1
node-locate-path	7.1.1-2
node-lodash	4.17.21+dfsg+~cs8.31.198.20210220-9
node-lodash-packages	4.17.21+dfsg+~cs8.31.198.20210220-9
node-log-driver	1.2.7+git+20180219+bba1761737-7
node-lowercase-keys	2.0.0-2
node-lru-cache	7.14.1-1
node-make-dir	3.1.0-3
node-map-visit	1.0.0-4
node-memfs	3.4.12+~cs1.0.3-1
node-memory-fs	0.5.0+~0.3.3-2
node-merge-stream	2.0.0+~1.1.2-2
node-micromatch	4.0.5+~4.0.2-1
node-mime	3.0.0+dfsg+~cs6.97.2-1
node-mime-types	2.1.35-2
node-mimic-response	3.1.0-8
node-minimatch	9.0.3-4build5
node-minimist	1.2.8+~cs5.3.5-1
node-minipass	3.3.6+~cs9.4.19-1
node-mixin-deep	2.0.1-3
node-mkdirp	1.0.4+~1.0.2-4
node-move-concurrently	1.0.1-5
node-ms	2.1.3+~cs0.7.31-3
node-mute-stream	0.0.8+~0.0.1-3
node-n3	1.16.3+~1.2.3+~1.10.4-1
node-negotiator	0.6.3+~0.6.1-1
node-neo-async	2.6.2+~cs3.0.0-3
node-nopt	5.0.0-4
node-normalize-package-data	4.0.1+~2.4.1-1
node-normalize-path	3.0.0+~3.0.0-1
node-npm-bundled	2.0.1-2
node-npm-package-arg	10.0.0+~3.0.0-2
node-npm-run-path	5.1.0+~4.0.0-8
node-npmlog	7.0.1+~4.1.4-1
node-object-assign	4.1.1-7
node-object-inspect	1.12.2+~cs1.8.1-1
node-object-visit	1.0.1-5
node-once	1.4.1-1
node-opener	1.5.2+~1.4.0-1
node-optimist	0.6.1+~0.0.30-2
node-optionator	0.9.1+dfsg+~cs1.2.3-1
node-osenv	0.1.5+~0.1.1-1
node-p-cancelable	2.1.1-1
node-p-limit	4.0.0+~cs4.0.0-5
node-p-locate	6.0.0-12
node-p-map	4.0.0+~3.1.0+~3.0.1-1
node-parse-json	5.2.0+~cs5.1.7-1
node-pascalcase	1.0.0-1
node-path-dirname	1.0.2-2
node-path-exists	5.0.0-8
node-path-is-absolute	2.0.0-2
node-path-is-inside	1.0.2+~1.0.0-1
node-path-type	4.0.0-3
node-picocolors	1.0.0-4
node-pify	5.0.0+~cs5.0.1-1
node-pkg-dir	5.0.0-2
node-postcss	8.4.31+~cs8.0.26-1
node-postcss-modules-extract-imports	3.0.0-2
node-postcss-modules-values	4.0.0+~4.0.0-1
node-postcss-value-parser	4.2.0-1
node-prelude-ls	1.2.1+dfsg-3
node-process-nextick-args	2.0.1-3
node-progress	2.0.3-2
node-promise-inflight	1.0.1+~1.0.0-1
node-promise-retry	2.0.1-4
node-promzard	0.3.0-2
node-prr	1.0.1-3
node-pump	3.0.0-5
node-punycode	2.2.3-2
node-quick-lru	6.1.1-4
node-randombytes	2.1.0+~2.0.0-2
node-re2	1.20.10+~cs2.13.13-1
node-read	1.0.7-5
node-read-package-json	5.0.2+~2.0.0-1
node-read-pkg	5.2.0-2
node-readable-stream	3.6.0+~cs3.0.0-4build1
node-readdirp	3.6.0-1
node-rechoir	0.8.0+~0.6.1-2
node-regenerate	1.4.2-3
node-regenerate-unicode-properties	10.1.0+ds-1
node-regenerator-runtime	0.15.2+~0.10.8-1
node-regenerator-transform	0.15.2+~0.10.8-1
node-regexpp	3.2.0-5
node-regexpu-core	5.2.2-3
node-regjsgen	0.7.1+ds-1
node-regjsparser	0.9.1+ds-2
node-repeat-string	1.6.1+repack-1
node-require-directory	2.1.1+~2.1.2-1
node-require-from-string	2.0.2+~1.2.1-1
node-resolve	1.22.8+~cs5.34.15-2
node-resolve-cwd	3.0.0-2
node-resolve-from	5.0.0+~3.1.0+~3.3.0+~2.0.0-1
node-restore-cursor	4.0.0-4
node-resumer	0.0.0-6
node-retry	0.13.1+~0.12.1-1
node-rimraf	3.0.2-2
node-run-queue	2.0.0-3
node-safe-buffer	5.2.1+~cs2.1.2-3
node-schema-utils	4.2.0~ds-3build3
node-sellside-emitter	1.2.1-3
node-semver	7.5.4+~7.5.0-2
node-serialize-javascript	6.0.1-1
node-set-blocking	2.0.0-2
node-set-immediate-shim	2.0.0-2
node-set-value	4.1.0+~4.0.1-2
node-shebang-command	2.0.0-1
node-shebang-regex	3.0.0-2
node-shell-quote	1.7.4+~1.7.1-1ubuntu0.24.04.1
node-signal-exit	4.1.0-6
node-slash	4.0.0-3
node-slice-ansi	5.0.0+~cs9.0.0-5
node-source-list-map	2.0.1+dfsg+~0.1.2-1
node-source-map	0.7.0++dfsg2+really.0.6.1-15
node-source-map-support	0.5.21+ds+~0.5.4-1
node-spdx-correct	3.1.1-2
node-spdx-exceptions	2.3.0-2
node-spdx-expression-parse	3.0.1+~3.0.1-1
node-spdx-license-ids	3.0.12-1
node-sprintf-js	1.1.2+ds1+~1.1.2-1
node-ssri	9.0.1-2
node-stack-utils	2.0.6+~2.0.1-1
node-string-decoder	1.3.0-6
node-string-width	4.2.3+~cs13.2.3-1
node-strip-ansi	6.0.1-2
node-strip-bom	4.0.0-2
node-strip-json-comments	4.0.0-4
node-supports-color	8.1.1+~8.1.1-1
node-tap	16.3.7+ds1+~cs50.9.19-4
node-tap-mocha-reporter	5.0.3+~2.0.2-2
node-tap-parser	11.0.2+~cs2.1.4-1
node-tapable	2.2.1-3
node-tape	5.6.1+~cs8.20.19-1
node-tar	6.1.13+~cs7.0.5-3
node-terser	5.19.2-1
node-text-table	0.2.0-4
node-through	2.3.8+~cs0.0.30-1
node-time-stamp	2.2.0-2
node-to-fast-properties	3.0.1-3
node-to-regex-range	5.0.1-4
node-tslib	2.4.1-1
node-type-check	0.4.0+dfsg-3
node-typedarray	0.0.7-1
node-typedarray-to-buffer	4.0.0-2
node-undici	5.26.3+dfsg1+~cs23.10.12-2
node-unicode-canonical-property-names-ecmascript	2.0.0-2
node-unicode-match-property-ecmascript	2.0.0-2
node-unicode-match-property-value-ecmascript	2.1.0+ds-1
node-unicode-property-aliases-ecmascript	2.1.0+ds-1
node-union-value	2.0.1-4
node-unique-filename	1.1.1+ds-2
node-unset-value	2.0.1-1
node-uri-js	4.4.0+dfsg-8
node-util	0.12.5+~1.0.10-1
node-util-deprecate	1.0.2-3
node-uuid	8.3.2+~8.3.3-4
node-v8-compile-cache	2.4.0-2
node-v8flags	3.2.0+~3.1.1-1
node-validate-npm-package-license	3.0.4-2
node-validate-npm-package-name	5.0.0+~4.0.0-1
node-watchpack	2.4.0+~cs2.8.1-1
node-wcwidth.js	1.0.2-2
node-webassemblyjs	1.11.4+dfsg+~cs10.11.17-2
node-webpack-sources	3.2.3+~3.2.0-2
node-which	2.0.2+~cs1.3.2-3
node-wide-align	1.1.3-4
node-widest-line	3.1.0-2
node-wordwrap	1.0.0-4
node-wrap-ansi	8.0.1+~8.0.1-3
node-wrappy	1.0.2-3
node-write	2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-write-file-atomic	4.0.2+~4.0.0-2
node-ws	8.11.0+~cs13.7.3-2
node-xtend	4.0.2-3
node-y18n	5.0.8+~5.0.0-3
node-yallist	4.0.0+~4.0.1-1
node-yaml	2.3.4-1build1
node-yargs	16.2.0+~16.0.4-7
node-yargs-parser	21.1.1+~21.0.0-4
nodejs	18.19.1+dfsg-6ubuntu5
nodejs-doc	18.19.1+dfsg-6ubuntu5
npm	9.2.0~ds1-2
ntfs-3g	1:2022.10.3-1.2ubuntu3.2
numactl	2.0.18-1ubuntu0.24.04.1
nvidia-compute-utils-595	595.71.05-0ubuntu0.24.04.1
nvidia-driver-595-open	595.71.05-0ubuntu0.24.04.1
nvidia-firmware-595-595.71.05	595.71.05-0ubuntu0.24.04.1
nvidia-kernel-common-595	595.71.05-0ubuntu0.24.04.1
nvidia-kernel-source-595-open	595.71.05-0ubuntu0.24.04.1
nvidia-prime	0.8.17.2
nvidia-settings	510.47.03-0ubuntu4.24.04.1
nvidia-utils-595	595.71.05-0ubuntu0.24.04.1
nvme-cli	2.8-1ubuntu0.1
nvtop	3.0.2-1
ocl-icd-libopencl1	2.3.2-1build1
open-iscsi	2.1.9-3ubuntu5.4
open-vm-tools	2:13.0.0-2~ubuntu0.24.04.1
openjdk-21-jdk	21.0.11+10-1~24.04.2
openjdk-21-jdk-headless	21.0.11+10-1~24.04.2
openjdk-21-jre	21.0.11+10-1~24.04.2
openjdk-21-jre-headless	21.0.11+10-1~24.04.2
openmpi-bin	4.1.6-7ubuntu2
openmpi-common	4.1.6-7ubuntu2
openssh-client	1:9.6p1-3ubuntu13.18
openssh-server	1:9.6p1-3ubuntu13.18
openssh-sftp-server	1:9.6p1-3ubuntu13.18
openssl	3.0.13-0ubuntu3.11
os-prober	1.81ubuntu4
overlayroot	0.49~24.04.1
packagekit	1.2.8-2ubuntu1.5
packagekit-tools	1.2.8-2ubuntu1.5
parted	3.6-4build1
passwd	1:4.13+dfsg1-4ubuntu3.2
pastebinit	1.6.2-1
patch	2.7.6-7build3
pci.ids	0.0~2024.03.31-1ubuntu0.1
pciutils	1:3.10.0-2build1
pcp	6.2.0-1.1build4
pcp-conf	6.2.0-1.1build4
perl	5.38.2-3.2ubuntu0.3
perl-base	5.38.2-3.2ubuntu0.3
perl-modules-5.38	5.38.2-3.2ubuntu0.3
perl-openssl-defaults	7build3
pigz	2.8-1
pinentry-curses	1.2.1-3ubuntu5
pkexec	124-2ubuntu1.24.04.3
pkg-config	1.8.1-2build1
pkgconf	1.8.1-2build1
pkgconf-bin	1.8.1-2build1
plymouth	24.004.60-1ubuntu7.2
plymouth-theme-ubuntu-text	24.004.60-1ubuntu7.2
polkitd	124-2ubuntu1.24.04.3
pollinate	4.33-3.1ubuntu1.3
poppler-data	0.4.12-1
powermgmt-base	1.37ubuntu0.1
powertop	2.15-3build1
ppp	2.4.9-1+1.1ubuntu4
pptp-linux	1.10.0-1build4
procps	2:4.0.4-4ubuntu3.2
proj-data	9.4.0-1build2
protobuf-compiler	3.21.12-8.2ubuntu0.3
psmisc	23.7-1build1
publicsuffix	20231001.0357-0.1
pybind11-dev	2.11.1-2
pydocstyle	6.3.0-1.1
pyqt5-dev	5.15.10+dfsg-1build6
python-apt-common	2.7.7ubuntu5.2
python-babel-localedata	2.10.3-3build1
python-matplotlib-data	3.6.3-1ubuntu5
python3	3.12.3-0ubuntu2.1
python3-appdirs	1.4.4-4
python3-apport	2.28.2-0ubuntu0.1
python3-apt	2.7.7ubuntu5.2
python3-argcomplete	3.1.4-1ubuntu0.1
python3-attr	23.2.0-2
python3-automat	22.10.0-2
python3-babel	2.10.3-3build1
python3-bcrypt	3.2.2-1build1
python3-blinker	1.7.0-1
python3-boto3	1.34.46+dfsg-1ubuntu1
python3-botocore	1.34.46+repack-1ubuntu1
python3-bpfcc	0.29.1+ds-1ubuntu7
python3-brotli	1.1.0-2build2
python3-catkin-pkg-modules	1.1.0-2
python3-certifi	2023.11.17-1
python3-cffi-backend	1.16.0-2build1
python3-chardet	5.2.0+dfsg-1
python3-click	8.1.6-2
python3-colcon-argcomplete	0.3.3+upstream-1
python3-colcon-bash	0.5.0-100
python3-colcon-cd	0.2.1-100
python3-colcon-cmake	0.2.30+upstream-1
python3-colcon-common-extensions	0.3.0-100
python3-colcon-core	0.21.0+upstream-1
python3-colcon-defaults	0.2.9+upstream-1
python3-colcon-devtools	0.3.0-100
python3-colcon-library-path	0.2.1-100
python3-colcon-metadata	0.2.5-100
python3-colcon-notification	0.3.1+upstream-1
python3-colcon-output	0.2.14+upstream-1
python3-colcon-package-information	0.4.1+upstream-1
python3-colcon-package-selection	0.2.10-100
python3-colcon-parallel-executor	0.3.0-100
python3-colcon-pkg-config	0.1.0-100
python3-colcon-powershell	0.5.0+upstream-1
python3-colcon-python-setup-py	0.2.9-100
python3-colcon-recursive-crawl	0.2.3-100
python3-colcon-ros	0.5.0+upstream-1
python3-colcon-test-result	0.3.8-100
python3-colcon-zsh	0.5.0-100
python3-colorama	0.4.6-4
python3-commandnotfound	23.04.0
python3-configobj	5.0.8-3
python3-constantly	23.10.4-1
python3-contourpy	1.0.7-2build1
python3-cryptography	41.0.7-4ubuntu0.4
python3-cycler	0.11.0-2
python3-dateutil	2.8.2-3ubuntu1
python3-dbus	1.3.2-5build3
python3-debconf	1.5.86ubuntu1
python3-debian	0.1.49ubuntu2
python3-decorator	5.1.1-5
python3-dev	3.12.3-0ubuntu2.1
python3-distlib	0.3.8-1
python3-distro	1.9.0-1
python3-distro-info	1.7build1
python3-distupgrade	1:24.04.28
python3-docutils	0.20.1+dfsg-3
python3-empy	3.3.4-2
python3-flake8	7.0.0-1
python3-flake8-builtins	2.1.0-1
python3-flake8-comprehensions	3.14.0-1
python3-flake8-docstrings	1.6.0-2
python3-flake8-import-order	0.18.2-2
python3-flake8-quotes	3.4.0-1
python3-fonttools	4.46.0-1build2
python3-fs	2.4.16-3
python3-gdbm	3.12.3-0ubuntu1
python3-gi	3.48.2-1
python3-gz-math7	7.6.0-1~noble
python3-gz-msgs10	10.3.2-1~noble
python3-gz-sim8	8.14.0-1~noble
python3-gz-transport13	13.5.0-1~noble
python3-hamcrest	2.1.0-1
python3-httplib2	0.20.4-3ubuntu0.1
python3-hyperlink	21.0.0-5
python3-idna	3.6-2ubuntu0.2
python3-importlib-metadata	4.12.0-1
python3-incremental	22.10.0-1
python3-iniconfig	1.1.1-2
python3-jinja2	3.1.2-1ubuntu1.3
python3-jmespath	1.0.1-1
python3-json-pointer	2.0-0ubuntu1
python3-jsonpatch	1.32-3
python3-jsonschema	4.10.3-2ubuntu1
python3-jwt	2.7.0-1ubuntu0.1
python3-kiwisolver	1.4.4-2build1
python3-lark	1.1.9-1
python3-launchpadlib	1.11.0-6
python3-lazr.restfulclient	0.14.6-1
python3-lazr.uri	1.0.6-3
python3-lxml	5.2.1-1
python3-lz4	4.0.2+dfsg-1build4
python3-magic	2:0.4.27-3
python3-markdown-it	3.0.0-2
python3-markupsafe	2.1.5-1build2
python3-matplotlib	3.6.3-1ubuntu5
python3-mccabe	0.7.0-1
python3-mdurl	0.1.2-1
python3-minimal	3.12.3-0ubuntu2.1
python3-more-itertools	10.2.0-1
python3-mpi4py	3.1.5-5ubuntu2
python3-mpmath	1.2.1-3
python3-netaddr	0.8.0-2ubuntu1
python3-netifaces	0.11.0-2build3
python3-netplan	1.1.2-8ubuntu1~24.04.2
python3-newt	0.52.24-2ubuntu2
python3-notify2	0.3-5
python3-numpy	1:1.26.4+ds-6ubuntu1
python3-oauthlib	3.2.2-1
python3-opencv	4.6.0+dfsg-13.1ubuntu1
python3-openssl	23.2.0-1ubuntu0.1
python3-packaging	24.0-1
python3-pathspec	0.12.1-1
python3-pcp	6.2.0-1.1build4
python3-pexpect	4.9-2
python3-pil	10.2.0-1ubuntu1.2
python3-pil.imagetk	10.2.0-1ubuntu1.2
python3-pip	24.0+dfsg-1ubuntu1.3
python3-pip-whl	24.0+dfsg-1ubuntu1.3
python3-pkg-resources	68.1.2-2ubuntu1.2
python3-pluggy	1.4.0-1
python3-problem-report	2.28.2-0ubuntu0.1
python3-protobuf	3.21.12-8.2ubuntu0.3
python3-psutil	5.9.8-2build2
python3-ptyprocess	0.7.0-5
python3-pyasn1	0.4.8-4ubuntu0.2
python3-pyasn1-modules	0.2.8-1
python3-pyasyncore	1.0.2-2
python3-pybind11	2.11.1-2
python3-pycodestyle	2.11.1-1
python3-pydocstyle	6.3.0-1.1
python3-pyflakes	3.2.0-1
python3-pygments	2.17.2+dfsg-1
python3-pyinotify	0.9.6-2ubuntu1
python3-pykdl	1.5.1-4build1
python3-pyparsing	3.1.1-1
python3-pyqt5	5.15.10+dfsg-1build6
python3-pyqt5.qtsvg	5.15.10+dfsg-1build6
python3-pyqt5.sip	12.13.0-1build3
python3-pyrsistent	0.20.0-1build2
python3-pyside2.qtcore	5.15.13-1
python3-pyside2.qtgui	5.15.13-1
python3-pyside2.qtsvg	5.15.13-1
python3-pyside2.qtwidgets	5.15.13-1
python3-pytest	7.4.4-1
python3-requests	2.31.0+dfsg-1ubuntu1.1
python3-rich	13.7.1-1
python3-roman	3.3-3
python3-rosdep	0.26.0-1
python3-rosdep-modules	0.26.0-1
python3-rosdistro-modules	1.0.1-1
python3-rospkg-modules	1.6.1-1
python3-s3transfer	0.10.1-1ubuntu2
python3-scipy	1.11.4-6build1
python3-sdformat14	14.9.0-1~noble
python3-serial	3.5-2
python3-service-identity	24.1.0-1
python3-setuptools	68.1.2-2ubuntu1.2
python3-setuptools-whl	68.1.2-2ubuntu1.2
python3-sip	4.19.25+dfsg-5build3
python3-sip-dev	4.19.25+dfsg-5build3
python3-six	1.16.0-4
python3-snowballstemmer	2.2.0-4build1
python3-software-properties	0.99.49.4
python3-sympy	1.12-7
python3-systemd	235-1build4
python3-tk	3.12.3-0ubuntu1
python3-transforms3d	0.4.1+ds-1
python3-twisted	24.3.0-1ubuntu0.2
python3-typeguard	4.1.5-1
python3-typing-extensions	4.10.0-1
python3-tz	2024.1-2
python3-ufolib2	0.16.0+dfsg1-1
python3-unicodedata2	15.1.0+ds-1build1
python3-update-manager	1:24.04.12
python3-urllib3	2.0.7-1ubuntu0.7
python3-vcstool	0.3.0-1
python3-venv	3.12.3-0ubuntu2.1
python3-vtk9	9.1.0+really9.1.0+dfsg2-7.1build3
python3-wadllib	1.3.6-5
python3-wheel	0.42.0-2
python3-xkit	0.5.0ubuntu6
python3-yaml	6.0.1-2build2
python3-zipp	1.0.0-6ubuntu0.1
python3-zope.interface	6.1-1build1
python3.12	3.12.3-1ubuntu0.15
python3.12-dev	3.12.3-1ubuntu0.15
python3.12-minimal	3.12.3-1ubuntu0.15
python3.12-venv	3.12.3-1ubuntu0.15
qdoc-qt5	5.15.13-1
qhelpgenerator-qt5	5.15.13-1
qml-module-qt-labs-folderlistmodel	5.15.13+dfsg-1ubuntu0.1
qml-module-qt-labs-platform	5.15.13+dfsg-1
qml-module-qt-labs-settings	5.15.13+dfsg-1ubuntu0.1
qml-module-qtcharts	5.15.13-1
qml-module-qtgraphicaleffects	5.15.13-1
qml-module-qtlocation	5.15.13+dfsg-1
qml-module-qtpositioning	5.15.13+dfsg-1
qml-module-qtqml	5.15.13+dfsg-1ubuntu0.1
qml-module-qtqml-models2	5.15.13+dfsg-1ubuntu0.1
qml-module-qtquick-controls	5.15.13-1
qml-module-qtquick-controls2	5.15.13+dfsg-1
qml-module-qtquick-dialogs	5.15.13-1
qml-module-qtquick-extras	5.15.13-1
qml-module-qtquick-layouts	5.15.13+dfsg-1ubuntu0.1
qml-module-qtquick-privatewidgets	5.15.13-1
qml-module-qtquick-templates2	5.15.13+dfsg-1
qml-module-qtquick-window2	5.15.13+dfsg-1ubuntu0.1
qml-module-qtquick2	5.15.13+dfsg-1ubuntu0.1
qt5-assistant	5.15.13-1
qt5-qmake	5.15.13+dfsg-1ubuntu1
qt5-qmake-bin	5.15.13+dfsg-1ubuntu1
qt5-qmltooling-plugins	5.15.13+dfsg-1ubuntu0.1
qtattributionsscanner-qt5	5.15.13-1
qtbase5-dev	5.15.13+dfsg-1ubuntu1
qtbase5-dev-tools	5.15.13+dfsg-1ubuntu1
qtchooser	66-2build2
qtdeclarative5-dev	5.15.13+dfsg-1ubuntu0.1
qtdeclarative5-dev-tools	5.15.13+dfsg-1ubuntu0.1
qtquickcontrols2-5-dev	5.15.13+dfsg-1
qttools5-dev	5.15.13-1
qttools5-dev-tools	5.15.13-1
qttools5-private-dev	5.15.13-1
rake	13.0.6-3
rapidjson-dev	1.1.0+dfsg2-7.2
readline-common	8.2-4build1
ripgrep	14.1.0-1
ros-jazzy-action-msgs	2.0.4-1noble.20260612.054718
ros-jazzy-actionlib-msgs	5.3.8-1noble.20260615.104314
ros-jazzy-actuator-msgs	0.0.1-4noble.20260615.104602
ros-jazzy-ament-cmake	2.5.6-2noble.20260225.222913
ros-jazzy-ament-cmake-auto	2.5.6-2noble.20260225.232257
ros-jazzy-ament-cmake-copyright	0.17.5-1noble.20260410.113746
ros-jazzy-ament-cmake-core	2.5.6-2noble.20260224.191131
ros-jazzy-ament-cmake-cppcheck	0.17.5-1noble.20260410.113607
ros-jazzy-ament-cmake-cpplint	0.17.5-1noble.20260410.105800
ros-jazzy-ament-cmake-export-definitions	2.5.6-2noble.20260224.232207
ros-jazzy-ament-cmake-export-dependencies	2.5.6-2noble.20260225.043730
ros-jazzy-ament-cmake-export-include-directories	2.5.6-2noble.20260224.232223
ros-jazzy-ament-cmake-export-interfaces	2.5.6-2noble.20260225.042039
ros-jazzy-ament-cmake-export-libraries	2.5.6-2noble.20260224.232254
ros-jazzy-ament-cmake-export-link-flags	2.5.6-2noble.20260225.042107
ros-jazzy-ament-cmake-export-targets	2.5.6-2noble.20260225.042100
ros-jazzy-ament-cmake-flake8	0.17.5-1noble.20260410.113910
ros-jazzy-ament-cmake-gen-version-h	2.5.6-2noble.20260225.042237
ros-jazzy-ament-cmake-gmock	2.5.6-2noble.20260225.215706
ros-jazzy-ament-cmake-gtest	2.5.6-2noble.20260225.145055
ros-jazzy-ament-cmake-include-directories	2.5.6-2noble.20260225.042241
ros-jazzy-ament-cmake-libraries	2.5.6-2noble.20260225.042312
ros-jazzy-ament-cmake-lint-cmake	0.17.5-1noble.20260410.113602
ros-jazzy-ament-cmake-pep257	0.17.5-1noble.20260410.113929
ros-jazzy-ament-cmake-pytest	2.5.6-2noble.20260225.145739
ros-jazzy-ament-cmake-python	2.5.6-2noble.20260225.042312
ros-jazzy-ament-cmake-ros	0.12.1-1noble.20260603.150631
ros-jazzy-ament-cmake-target-dependencies	2.5.6-2noble.20260225.043936
ros-jazzy-ament-cmake-test	2.5.6-2noble.20260225.143205
ros-jazzy-ament-cmake-uncrustify	0.17.5-1noble.20260410.113615
ros-jazzy-ament-cmake-version	2.5.6-2noble.20260225.042330
ros-jazzy-ament-cmake-xmllint	0.17.5-1noble.20260410.113914
ros-jazzy-ament-copyright	0.17.5-1noble.20260410.105859
ros-jazzy-ament-cppcheck	0.17.5-1noble.20260410.080408
ros-jazzy-ament-cpplint	0.17.5-1noble.20260410.080348
ros-jazzy-ament-flake8	0.17.5-1noble.20260410.113507
ros-jazzy-ament-index-cpp	1.8.4-1noble.20260519.011052
ros-jazzy-ament-index-python	1.8.4-1noble.20260519.010916
ros-jazzy-ament-lint	0.17.5-1noble.20260410.080358
ros-jazzy-ament-lint-auto	0.17.5-1noble.20260410.080333
ros-jazzy-ament-lint-cmake	0.17.5-1noble.20260410.080405
ros-jazzy-ament-lint-common	0.17.5-1noble.20260410.114154
ros-jazzy-ament-package	0.16.5-1noble.20260121.174946
ros-jazzy-ament-pep257	0.17.5-1noble.20260410.113520
ros-jazzy-ament-uncrustify	0.17.5-1noble.20260410.080359
ros-jazzy-ament-xmllint	0.17.5-1noble.20260410.113521
ros-jazzy-angles	1.16.1-1noble.20260225.231445
ros-jazzy-backward-ros	1.0.8-1noble.20260225.051215
ros-jazzy-behaviortree-cpp	4.9.0-1noble.20260615.161133
ros-jazzy-bond	4.2.0-1noble.20260615.104841
ros-jazzy-bondcpp	4.2.0-1noble.20260615.141016
ros-jazzy-builtin-interfaces	2.0.4-1noble.20260612.052109
ros-jazzy-cartographer	2.0.9004-1noble.20260225.051215
ros-jazzy-cartographer-ros	2.0.9003-2noble.20260615.164616
ros-jazzy-cartographer-ros-msgs	2.0.9003-2noble.20260615.111552
ros-jazzy-class-loader	2.7.1-1noble.20260604.024917
ros-jazzy-common-interfaces	5.3.8-1noble.20260615.123715
ros-jazzy-composition-interfaces	2.0.4-1noble.20260615.103339
ros-jazzy-compressed-depth-image-transport	4.0.7-1noble.20260615.172909
ros-jazzy-compressed-image-transport	4.0.7-1noble.20260615.172914
